movieId,title,genres,posterUrl
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,https://image.tmdb.org/t/p/w500/cFOZ4bNbWtnIIboc43M86yhwPBX.jpg
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,https://image.tmdb.org/t/p/w500/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
1060,Swingers (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500/z4uwQVm0Th3lngECVZvMHVaaFur.jpg
1061,Sleepers (1996),Thriller,https://image.tmdb.org/t/p/w500/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,https://image.tmdb.org/t/p/w500/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg
1066,Shall We Dance (1937),Comedy|Musical|Romance,https://image.tmdb.org/t/p/w500/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg
1068,Crossfire (1947),Crime|Film-Noir,https://image.tmdb.org/t/p/w500/e5Flo1Z9YD75Q9tLlKpNy3dpzvv.jpg
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,https://image.tmdb.org/t/p/w500/nxzZeGmE456c5ujVrkV2B42mmD4.jpg
1076,"Innocents, The (1961)",Drama|Horror|Thriller,https://image.tmdb.org/t/p/w500/idqvLBmlEHUITMnQ0EJ6Yb5TpVw.jpg
1077,Sleeper (1973),Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/yk9QJZorYQKsUgsKDzgVnx9pTpV.jpg
1078,Bananas (1971),Comedy|War,https://image.tmdb.org/t/p/w500/tgUES8GDJdZrLitIXpSq1vKORBE.jpg
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,https://image.tmdb.org/t/p/w500/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg
1080,Monty Python's Life of Brian (1979),Comedy,https://image.tmdb.org/t/p/w500/lSSA64WF0M0BXnjwr2quMh6shCl.jpg
1081,Victor/Victoria (1982),Comedy|Musical|Romance,https://image.tmdb.org/t/p/w500/mCjXcPRM3Rc7gOCGeVrBdPvF2bk.jpg
1082,"Candidate, The (1972)",Drama,https://image.tmdb.org/t/p/w500/8sQkpgCs08tG9UoEHWFT498Ndt2.jpg
1083,"Great Race, The (1965)",Comedy|Musical,https://image.tmdb.org/t/p/w500/xZm6hWyJy48g9kHoJT4zSwbEKEG.jpg
1084,Bonnie and Clyde (1967),Crime|Drama,https://image.tmdb.org/t/p/w500/9fx3l6HJuK2gs4dTvmhOma3yMMR.jpg
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,https://image.tmdb.org/t/p/w500/6Q34dJL6m1vdzAr0jDDKDmNL52e.jpg
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500/9V95TXeYLYEPrMBtU7kIIyWdPNA.jpg
1088,Dirty Dancing (1987),Drama|Musical|Romance,https://image.tmdb.org/t/p/w500/ySL7B4FgYZR5xFBWc7c7lssuCN9.jpg
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg
1090,Platoon (1986),Drama|War,https://image.tmdb.org/t/p/w500/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg
1091,Weekend at Bernie's (1989),Comedy,https://image.tmdb.org/t/p/w500/4RtjBkBSqHG46uieHgTtM7oKlpo.jpg
1092,Basic Instinct (1992),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
1093,"Doors, The (1991)",Drama,https://image.tmdb.org/t/p/w500/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,https://image.tmdb.org/t/p/w500/ea6HPVTlGa0MmtTrPud0UnP9wh.jpg
1095,Glengarry Glen Ross (1992),Drama,https://image.tmdb.org/t/p/w500/nGZCeCfNseq1ee3cJLBp0rH0djT.jpg
1096,Sophie's Choice (1982),Drama,https://image.tmdb.org/t/p/w500/rZDPbPTFwuKgr5b9jixGFNYkGYt.jpg
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,https://image.tmdb.org/t/p/w500/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,https://image.tmdb.org/t/p/w500/gNDykr69pEIrh66LMtOqswIpcXI.jpg
1100,Days of Thunder (1990),Action|Drama|Romance,https://image.tmdb.org/t/p/w500/2xfP227oLToQjBCUg3FI18pWh3G.jpg
1101,Top Gun (1986),Action|Romance,https://image.tmdb.org/t/p/w500/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg
1103,Rebel Without a Cause (1955),Drama,https://image.tmdb.org/t/p/w500/yHStsC8rRRfIjqRN38BQsLh6S7k.jpg
1104,"Streetcar Named Desire, A (1951)",Drama,https://image.tmdb.org/t/p/w500/3ak9YT05YitFCuDrkH7UKeWSgxA.jpg
1105,Children of the Corn IV: The Gathering (1996),Horror,https://image.tmdb.org/t/p/w500/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg
1107,Loser (1991),Comedy,https://image.tmdb.org/t/p/w500/bndYv3g0CmVYdRGu7s0QPCSlrlv.jpg
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,https://image.tmdb.org/t/p/w500/OPoiGrzNr5FWoczXH5Gs1cReec.jpg
1112,Palookaville (1996),Action|Comedy|Drama,https://image.tmdb.org/t/p/w500/1t0vV9hYoZm0ldp76wV6q8kxr0h.jpg
1114,"Funeral, The (1996)",Crime|Drama,https://image.tmdb.org/t/p/w500/sHbJbr6BvVwRJhliiX1PKPERejO.jpg
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,https://image.tmdb.org/t/p/w500/8dFs6OW8T8Y1R56U2YdlDDBkUPj.jpg
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,https://image.tmdb.org/t/p/w500/9jkzVlfXBc8c0wYoT8L1AgBdqz5.jpg
1119,Drunks (1995),Drama,https://image.tmdb.org/t/p/w500/lY5E0rjsgzlxUyMtUZRlzwHqLTA.jpg
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,https://image.tmdb.org/t/p/w500/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg
1121,Glory Daze (1995),Drama,https://image.tmdb.org/t/p/w500/g3CuyhJgasxcONY5AEC4MRwOGIQ.jpg
1123,"Perfect Candidate, A (1996)",Documentary,https://image.tmdb.org/t/p/w500/91XMadgfU6scOPYsDW8v4VJuJF3.jpg
1124,On Golden Pond (1981),Drama,https://image.tmdb.org/t/p/w500/8ipZu6pFvFM7q5XCpWl3KV5GOG5.jpg
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,https://image.tmdb.org/t/p/w500/vMyjHGfCT89RpwLeN7ofmfgDru7.jpg
1126,Drop Dead Fred (1991),Comedy|Fantasy,https://image.tmdb.org/t/p/w500/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg
1128,"Fog, The (1980)",Horror,https://image.tmdb.org/t/p/w500/12EeSboRofP3CI4SPmMFNNXCbtY.jpg
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/vH9llaphjAssRGi0k7e75tD40Ce.jpg
1130,"Howling, The (1980)",Horror|Mystery,
1131,Jean de Florette (1986),Drama|Mystery,https://image.tmdb.org/t/p/w500/r9UAevVU0lhRKNGlxXXUeKiRwtM.jpg
1132,Manon of the Spring (Manon des sources) (1986),Drama,https://image.tmdb.org/t/p/w500/1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg
1135,Private Benjamin (1980),Comedy,https://image.tmdb.org/t/p/w500/maIiPNXddZXKHQCi0HyULd5kces.jpg
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,https://image.tmdb.org/t/p/w500/hWx1ANiWEWWyzKPN0us35HCGnhQ.jpg
1137,Hustler White (1996),Romance,https://image.tmdb.org/t/p/w500/pJef3yLy953wYtL1mrxQbEOpvnL.jpg
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,https://image.tmdb.org/t/p/w500/jYDSEJYcvSI0LzwIEP1JWMMAbWh.jpg
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,https://image.tmdb.org/t/p/w500/msLmn8QJLKpG8GHwbSbvX6iYmoB.jpg
1147,When We Were Kings (1996),Documentary,https://image.tmdb.org/t/p/w500/yBkZK1JZOOJ3q5Jj1H9UP9T8YuV.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,https://image.tmdb.org/t/p/w500/7vTItvAb12729l3kKU55VQr31l1.jpg
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,https://image.tmdb.org/t/p/w500/74wCIIhCSxX63nD9pu39QwgX6Lv.jpg
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,https://image.tmdb.org/t/p/w500/pyCHHLEdRJPx0BD22n9Cs7B78Wp.jpg
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,https://image.tmdb.org/t/p/w500/vEkp2FoxUFpCGeioWdUS4wb7ezh.jpg
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,https://image.tmdb.org/t/p/w500/A16C3fCGW3qWnNypUNhzv8wH1gr.jpg
1162,"Ruling Class, The (1972)",Comedy|Drama,https://image.tmdb.org/t/p/w500/29EZjwr3jDFWtdj9Lpq2BtCvKga.jpg
1163,Mina Tannenbaum (1994),Drama,https://image.tmdb.org/t/p/w500/hx9ocZaXDjXyo5VkPaSvtiTmIlL.jpg
1167,Dear God (1996),Comedy,https://image.tmdb.org/t/p/w500/5LlGU2hppgQPo4Oc0CJ8OeLyQ3i.jpg
1170,Best of the Best 3: No Turning Back (1995),Action,https://image.tmdb.org/t/p/w500/ynMnizF7mCmjDe4fXuZog6Vu8i5.jpg
1171,Bob Roberts (1992),Comedy,https://image.tmdb.org/t/p/w500/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,https://image.tmdb.org/t/p/w500/fNkl7o1VQQqy1nEX9x56CDHULmr.jpg
1175,Delicatessen (1991),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/gNtOgQHxE5B8e08zuNRAdDpmK5Z.jpg
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,https://image.tmdb.org/t/p/w500/oqRyO9xrNBRaxqF9pCHHgLuaATx.jpg
1177,Enchanted April (1992),Drama|Romance,https://image.tmdb.org/t/p/w500/b4Jrg23Q3y7p8GS7aMnPdFiEcnP.jpg
1178,Paths of Glory (1957),Drama|War,https://image.tmdb.org/t/p/w500/aAol0HgMU4HOqAeb1ebIGFJyk7L.jpg
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,https://image.tmdb.org/t/p/w500/zMpGfkiDIdg5bB7WGcAT3Fdrfpt.jpg
1180,Hear My Song (1991),Comedy,https://image.tmdb.org/t/p/w500/4WbjLoa1Rvt1lkjisJOrYR4Uoj9.jpg
1183,"English Patient, The (1996)",Drama|Romance|War,https://image.tmdb.org/t/p/w500/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg
1184,Mediterraneo (1991),Comedy|Drama,https://image.tmdb.org/t/p/w500/omFU47TZSR7xAAZcDHKM48SmVwe.jpg
1185,My Left Foot (1989),Drama,https://image.tmdb.org/t/p/w500/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg
1186,"Sex, Lies, and Videotape (1989)",Drama,https://image.tmdb.org/t/p/w500/jndRRnHGDAQLXCp125MUuYC8nsB.jpg
1187,Passion Fish (1992),Drama,https://image.tmdb.org/t/p/w500/g60GELLr2oGnlJX5Yidkl9ufFYv.jpg
1188,Strictly Ballroom (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500/f6vs4DQGuNpLuA5Z7k69uuKpbVG.jpg
1189,"Thin Blue Line, The (1988)",Documentary,https://image.tmdb.org/t/p/w500/4w4BJk3l8y9gYwPPLRs6uPHOmGL.jpg
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,https://image.tmdb.org/t/p/w500/gSZ8wkZ443tmK9rvaX7g7Ap9tuv.jpg
1191,Madonna: Truth or Dare (1991),Documentary|Musical,https://image.tmdb.org/t/p/w500/kJHCqwDgS9MEhdChIkGn7QAUoyL.jpg
1192,Paris Is Burning (1990),Documentary,https://image.tmdb.org/t/p/w500/90rCWH41mj9hjHUEy2SOHfuAOl3.jpg
1193,One Flew Over the Cuckoo's Nest (1975),Drama,https://image.tmdb.org/t/p/w500/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg
1194,Cheech and Chong's Up in Smoke (1978),Comedy,https://image.tmdb.org/t/p/w500/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,https://image.tmdb.org/t/p/w500/dvjqlp2sAhUeFjUOfQDgqwpphHj.jpg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1199,Brazil (1985),Fantasy|Sci-Fi,https://image.tmdb.org/t/p/w500/aewan59WcFThBimkTVVoNf2o5Vb.jpg
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,https://image.tmdb.org/t/p/w500/vR0PQ6oWYLPU24rgRxp4NN6u78s.jpg
1202,Withnail & I (1987),Comedy,https://image.tmdb.org/t/p/w500/i18cIp8A10A2JgByrfA9oIC9299.jpg
1203,12 Angry Men (1957),Drama,https://image.tmdb.org/t/p/w500/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg
1204,Lawrence of Arabia (1962),Adventure|Drama|War,https://image.tmdb.org/t/p/w500/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
1207,To Kill a Mockingbird (1962),Drama,https://image.tmdb.org/t/p/w500/gZycFUMLx2110dzK3nBNai7gfpM.jpg
1208,Apocalypse Now (1979),Action|Drama|War,https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,https://image.tmdb.org/t/p/w500/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500/oEf4RBL0sXsGczfybnkwi1PHPvR.jpg
1213,Goodfellas (1990),Crime|Drama,https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
1214,Alien (1979),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,https://image.tmdb.org/t/p/w500/3t5t7yaFiTJQlqxiTkXJMFZdkh3.jpg
1217,Ran (1985),Drama|War,https://image.tmdb.org/t/p/w500/FepaiApo8Yr6pNIZIeYG5kW06J.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,
1219,Psycho (1960),Crime|Horror,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,https://image.tmdb.org/t/p/w500/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg
1221,"Godfather: Part II, The (1974)",Crime|Drama,https://image.tmdb.org/t/p/w500/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
1222,Full Metal Jacket (1987),Drama|War,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/h5e3r12VwfUotN36fBr1DNeCD4n.jpg
1224,Henry V (1989),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w500/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg
1225,Amadeus (1984),Drama,https://image.tmdb.org/t/p/w500/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg
1226,"Quiet Man, The (1952)",Drama|Romance,https://image.tmdb.org/t/p/w500/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg
1227,Once Upon a Time in America (1984),Crime|Drama,https://image.tmdb.org/t/p/w500/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg
1228,Raging Bull (1980),Drama,https://image.tmdb.org/t/p/w500/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg
1230,Annie Hall (1977),Comedy|Romance,https://image.tmdb.org/t/p/w500/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
1231,"Right Stuff, The (1983)",Drama,https://image.tmdb.org/t/p/w500/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg
1232,Stalker (1979),Drama|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500/g6aZ3KUntef8IbT16uMNSkcUPe1.jpg
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,https://image.tmdb.org/t/p/w500/u8FhQPncOAkwcei2OI9orPWhV6K.jpg
1234,"Sting, The (1973)",Comedy|Crime,https://image.tmdb.org/t/p/w500/ckmYng37zey8INYf6d10cVgIG93.jpg
1235,Harold and Maude (1971),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg
1236,Trust (1990),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/9vjmLGe4e85xJrG6Axan7v8CpnP.jpg
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,https://image.tmdb.org/t/p/w500/wcZ21zrOsy0b52AfAF50XpTiv75.jpg
1238,Local Hero (1983),Comedy,https://image.tmdb.org/t/p/w500/jqxD0H9a1rg5bXftsm6gsNOjt4n.jpg
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg
1242,Glory (1989),Drama|War,https://image.tmdb.org/t/p/w500/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,https://image.tmdb.org/t/p/w500/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg
1244,Manhattan (1979),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg
1246,Dead Poets Society (1989),Drama,https://image.tmdb.org/t/p/w500/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg
1247,"Graduate, The (1967)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/z1Z1tZMR66RxcNeHbwoEhYeqOlP.jpg
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500/1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,https://image.tmdb.org/t/p/w500/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,https://image.tmdb.org/t/p/w500/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
1251,8 1/2 (8½) (1963),Drama|Fantasy,https://image.tmdb.org/t/p/w500/s7ZFiyO0AaKH6KkF18oRO8Ma9rx.jpg
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/9nTPGIxh05VHbY3bxfRujhgT0uy.jpg
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,https://image.tmdb.org/t/p/w500/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/msttMX3undIiaeJLZbMRq94v1bw.jpg
1256,Duck Soup (1933),Comedy|Musical|War,https://image.tmdb.org/t/p/w500/31t63plEGKHhYuuCpC9bFWO9SBS.jpg
1257,Better Off Dead... (1985),Comedy|Romance,https://image.tmdb.org/t/p/w500/hBcooj0QpaoxFIhsLHmHdrYu9wR.jpg
1258,"Shining, The (1980)",Horror,https://image.tmdb.org/t/p/w500/xazWoLealQwEgqZ89MLZklLZD3k.jpg
1259,Stand by Me (1986),Adventure|Drama,https://image.tmdb.org/t/p/w500/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg
1260,M (1931),Crime|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500/jZscdAHWyTKo2FpwHgIud22ErgW.jpg
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,https://image.tmdb.org/t/p/w500/h7shL668vhC2wsZQSBWzxkMuZ8K.jpg
1263,"Deer Hunter, The (1978)",Drama|War,https://image.tmdb.org/t/p/w500/bbGtogDZOg09bm42KIpCXUXICkh.jpg
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,https://image.tmdb.org/t/p/w500/2JlOcHjcLrN3QbyJ5yt46Pg547Y.jpg
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,https://image.tmdb.org/t/p/w500/gCgt1WARPZaXnq523ySQEUKinCs.jpg
1266,Unforgiven (1992),Drama|Western,https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,https://image.tmdb.org/t/p/w500/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg
1268,Pump Up the Volume (1990),Comedy|Drama,https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,https://image.tmdb.org/t/p/w500/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg
1272,Patton (1970),Drama|War,https://image.tmdb.org/t/p/w500/8IRufbzhMJSdlmD0cnTWERCtTN2.jpg
1273,Down by Law (1986),Comedy|Drama|Film-Noir,https://image.tmdb.org/t/p/w500/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,https://image.tmdb.org/t/p/w500/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg
1275,Highlander (1986),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500/8Z8dptJEypuLoOQro1WugD855YE.jpg
1276,Cool Hand Luke (1967),Drama,https://image.tmdb.org/t/p/w500/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/l4JFOXslwb90opz8xozfIhPke8z.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,https://image.tmdb.org/t/p/w500/c6335WJCZO8NK5wehHk5sA9Cypv.jpg
1279,Night on Earth (1991),Comedy|Drama,https://image.tmdb.org/t/p/w500/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,https://image.tmdb.org/t/p/w500/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
1281,"Great Dictator, The (1940)",Comedy|Drama|War,https://image.tmdb.org/t/p/w500/nhMXB8GTdswYMCL9nepDZymJCOr.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,https://image.tmdb.org/t/p/w500/5m9njnidjR0syG2gpVPVgcEMB2X.jpg
1283,High Noon (1952),Drama|Western,https://image.tmdb.org/t/p/w500/2rWF1ObmtjPvsO266Cd2eXRw0cQ.jpg
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,https://image.tmdb.org/t/p/w500/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg
1285,Heathers (1989),Comedy,https://image.tmdb.org/t/p/w500/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg
1286,Somewhere in Time (1980),Drama|Romance,https://image.tmdb.org/t/p/w500/hDYXWyC9E7BCQXOYrhvod1MqS5q.jpg
1287,Ben-Hur (1959),Action|Adventure|Drama,https://image.tmdb.org/t/p/w500/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
1288,This Is Spinal Tap (1984),Comedy,https://image.tmdb.org/t/p/w500/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,https://image.tmdb.org/t/p/w500/6zCNciRcob8lwuydVXgq0esla8L.jpg
1290,Some Kind of Wonderful (1987),Drama|Romance,https://image.tmdb.org/t/p/w500/6z6ZUrwbAJl9Nq43OY77O7iY80x.jpg
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,https://image.tmdb.org/t/p/w500/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
1292,Being There (1979),Comedy|Drama,https://image.tmdb.org/t/p/w500/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg
1293,Gandhi (1982),Drama,https://image.tmdb.org/t/p/w500/rOXftt7SluxskrFrvU7qFJa5zeN.jpg
